"User-added Compound","LINCS Analog","LINCS Analog Name","Similarity"
"CMP1","LSM-36266","BRD-K90693562",0.385
"CMP1","LSM-36197","BRD-K83892314",0.385
"CMP1","LSM-37822","BRD-K10702894",0.385
"CMP1","LSM-38961","BRD-K30910503",0.385
"CMP1","LSM-41729","BRD-K81631939",0.385
"CMP1","LSM-45679","Ganaxolone",0.385
"CMP1","LSM-6494","AC1MBOMQ",0.385
"CMP1","LSM-33811","BRD-K54463500",0.385
"CMP1","LSM-33823","BRD-K46308702",0.385
"CMP1","LSM-33831","BRD-K31889353",0.385
"CMP1","LSM-33841","BRD-K27723822",0.385
"CMP1","LSM-33747","BRD-K31554491",0.385
"CMP1","LSM-33945","BRD-K24512597",0.385
"CMP1","LSM-34228","BRD-K10189430",0.385
"CMP1","LSM-34250","BRD-K90736603",0.385
"CMP1","LSM-37917","SA-1456305",0.385
"CMP1","LSM-39296","BRD-K36961201",0.385
"CMP1","LSM-39351","BRD-K37795187",0.385
"CMP1","LSM-41147","BRD-K71169857",0.385
"CMP1","LSM-6438","AC1MBOPH",0.385
"CMP1","LSM-5019","Etiocholanolone",0.385
"CMP1","LSM-37859","BRD-K11577993",0.385
"CMP1","LSM-9637","BRD-K19938940",0.385
"CMP1","LSM-14798","BRD-K34739003",0.385
"CMP1","LSM-5513","ZINC03849784",0.385
"CMP1","LSM-28768","BRD-K39584933",0.385
"CMP1","LSM-29019","BRD-K15968719",0.385
"CMP1","LSM-33729","BRD-K67931592",0.385
"CMP1","LSM-37357","BRD-K01558205",0.385
"CMP1","LSM-37527","BRD-K04696500",0.385
"CMP1","LSM-39561","BRD-K41419164",0.385
"CMP1","LSM-38603","BRD-K24387065",0.385
"CMP1","LSM-5861","ZINC03849581",0.385
"CMP1","LSM-40624","BRD-K61242732",0.385
"CMP1","LSM-28879","BRD-K08300592",0.385
"CMP1","LSM-28787","BRD-K27008344",0.385
"CMP1","LSM-28788","BRD-K91297952",0.385
"CMP1","LSM-28920","BRD-K10288935",0.385
"CMP1","LSM-28921","BRD-K00542622",0.385
"CMP1","LSM-28989","BRD-K43911180",0.385
"CMP1","LSM-43224","BRD-K65261396-002-01-3",0.384
"CMP1","LSM-43009","Tacrolimus",0.384
"CMP1","LSM-45484","TACROLIMUS",0.384
"CMP1","LSM-43010","FK-506",0.384
"CMP1","LSM-43302","BIO-0921",0.384
"CMP1","LSM-14321","BRD-K96044609",0.383
"CMP1","LSM-41225","BRD-K72869385",0.383
"CMP1","LSM-41927","BRD-K85352360",0.383
"CMP1","LSM-8765","BRD-K05717370",0.383
"CMP1","LSM-13588","BRD-K84391460",0.383
"CMP1","LSM-13813","BRD-K87833465",0.383
"CMP1","LSM-8570","BRD-K02222982",0.383
"CMP1","LSM-12734","BRD-K70617194",0.383
"CMP1","LSM-10746","BRD-K38290133",0.383
"CMP1","LSM-12805","BRD-K71540580",0.383
"CMP1","LSM-11480","BRD-K50171542",0.383
"CMP1","LSM-12985","BRD-K74428993",0.383
"CMP1","LSM-1711","SMR000857102",0.383
"CMP1","LSM-31641","BRD-K76628294",0.383
"CMP1","LSM-31687","BRD-K85708426",0.383
"CMP1","LSM-31770","BRD-K73402542",0.383
"CMP1","LSM-31796","BRD-K87343552",0.383
"CMP1","LSM-31802","BRD-K36730085",0.383
"CMP1","LSM-31656","BRD-K64958595",0.383
"CMP1","LSM-31667","BRD-K55018894",0.383
"CMP1","LSM-6532","AC1O8PVA",0.383
"CMP1","LSM-3089","Flunisolide",0.383
"CMP1","LSM-3416","Erythromycin",0.383
"CMP1","LSM-5356","BRD-K18674849-001-01-0",0.383
"CMP1","LSM-31534","BRD-K45677596",0.383
"CMP1","LSM-8858","BRD-K07323881-001-01-6",0.382
"CMP1","LSM-9779","BRD-K22307331",0.382
"CMP1","LSM-10465","BRD-K33610498",0.382
"CMP1","LSM-10717","BRD-K37822854",0.382
"CMP1","LSM-14428","BRD-K97636821",0.382
"CMP1","LSM-8579","BRD-K02322717",0.382
"CMP1","LSM-8597","BRD-K02548021",0.382
"CMP1","LSM-8927","BRD-K08247301",0.382
"CMP1","LSM-10743","BRD-K38210246",0.382
"CMP1","LSM-11476","BRD-K50120786",0.382
"CMP1","LSM-12242","BRD-K62768599",0.382
"CMP1","LSM-12481","BRD-K66566233",0.382
"CMP1","LSM-12509","BRD-K67029063",0.382
"CMP1","LSM-8624","BRD-K03077507",0.382
"CMP1","LSM-13370","BRD-K80806285",0.382
"CMP1","LSM-13373","BRD-K80831196",0.382
"CMP1","LSM-31823","BRD-K67011787",0.382
"CMP1","LSM-31827","BRD-K15250089",0.382
"CMP1","LSM-31657","BRD-K87209752",0.382
"CMP1","LSM-31681","BRD-K27953820",0.382
"CMP1","LSM-31583","BRD-K43966357",0.382
"CMP1","LSM-31712","BRD-K64862162",0.382
"CMP1","LSM-31738","BRD-K90052868",0.382
"CMP1","LSM-31759","BRD-K22071228",0.382
"CMP1","LSM-34274","BRD-K40452322",0.382
"CMP1","LSM-34525","BRD-K88421348",0.382
"CMP1","LSM-34346","BRD-K70039231",0.382
"CMP1","LSM-34366","BRD-K12115687",0.382
"CMP1","LSM-34376","BRD-K58066822",0.382
"CMP1","LSM-34437","BRD-K90744477",0.382
"CMP1","LSM-42770","Aldosterone",0.382
"CMP1","LSM-31778","BRD-K88583132",0.382
"CMP1","LSM-31790","BRD-K83090041",0.382
"CMP1","LSM-31833","BRD-K90769476",0.382
"CMP1","LSM-31835","BRD-K48299239",0.382
"CMP1","LSM-31773","BRD-K83547183",0.382
"CMP1","LSM-31519","BRD-K30964193",0.382
"CMP1","LSM-31535","BRD-K43872193",0.382
"CMP1","LSM-31575","BRD-K95927760",0.382
"CMP1","LSM-34358","BRD-K00562490",0.382
"CMP1","LSM-34266","BRD-K47237224",0.382
"CMP1","LSM-11481","BRD-K50174388",0.382
"CMP1","LSM-12035","BRD-K59704843",0.382
"CMP1","LSM-13881","BRD-K88686946",0.382
"CMP1","LSM-10051","BRD-K26785978",0.382
"CMP1","LSM-10137","BRD-K28223745",0.382
"CMP1","LSM-1674","PRESTWICK3_000685",0.382
"CMP1","LSM-13250","BRD-K78948132",0.382
"CMP1","LSM-21682","BRD-K16882495-001-01-8",0.381
"CMP1","LSM-21782","BRD-K84621347-001-01-7",0.381
"CMP1","LSM-45962","N-Butyldeoxynojirmycin HCL",0.381
"CMP1","LSM-23525","BRD-K85622666",0.381
"CMP1","LSM-21766","BRD-K67429473-001-01-2",0.381
"CMP1","LSM-21806","BRD-K60426593-001-01-0",0.381
"CMP1","LSM-21808","BRD-K55986495-001-01-9",0.381
"CMP1","LSM-21820","BRD-K46810672-001-01-8",0.381
"CMP1","LSM-21683","BRD-K55148639-001-01-3",0.381
"CMP1","LSM-21855","BRD-K54772617-001-01-7",0.381
"CMP1","LSM-5519","Artemether",0.381
"CMP1","LSM-23337","BRD-K18657361",0.381
"CMP1","LSM-23290","BRD-K19327124",0.381
"CMP1","LSM-23467","BRD-K56729241",0.381
"CMP1","LSM-14444","BRD-K97894266",0.381
"CMP1","LSM-13194","BRD-K77909743",0.381
"CMP1","LSM-23276","BRD-K29838935",0.381
"CMP1","LSM-23285","BRD-K34456337",0.381
"CMP1","LSM-45843","Lurasidone",0.38
"CMP1","LSM-2870","Pregnenolone Carbonitrile",0.38
"CMP1","LSM-37734","BRD-K08468228",0.38
"CMP1","LSM-38257","MLS005000207",0.38
"CMP1","LSM-39326","BRD-K37290471",0.38
"CMP1","LSM-40960","BRD-K67662618",0.38
"CMP1","LSM-42555","BRD-K97508452",0.38
"CMP1","LSM-6416","Troleandomycin",0.38
"CMP1","LSM-39838","BRD-K46416377",0.38
"CMP1","LSM-39263","BRD-K36446940",0.38
"CMP1","LSM-45045","BRD-M54407015",0.38
"CMP1","LSM-5510","Troleandomycin",0.38
"CMP1","LSM-11328","BRD-K47574438",0.38
"CMP1","LSM-5400","Androstenol",0.38
"CMP1","LSM-12261","BRD-K62995317",0.38
"CMP1","LSM-9497","BRD-K17750548",0.38
"CMP1","LSM-11623","BRD-K52207968",0.38
"CMP1","LSM-37561","BRD-K05418735",0.38
"CMP1","LSM-44895","BRD-K89107430",0.379
"CMP1","LSM-25606","Betulin",0.379
"CMP1","LSM-6393","SPECTRUM_001120",0.379
"CMP1","LSM-20200","BRD-K16190564",0.379
"CMP1","LSM-20042","MLS002474451",0.379
"CMP1","LSM-25238","BRD-K93866368",0.379
"CMP1","LSM-25304","BRD-K46562329",0.379
"CMP1","LSM-25335","BRD-K04680784",0.379
"CMP1","LSM-20233","BRD-K13336710",0.379
"CMP1","LSM-14353","BRD-K96569047",0.379
"CMP1","LSM-38505","SA-1459167",0.379
"CMP1","LSM-41829","BRD-K83491689",0.379
"CMP1","LSM-1899","Estradiol Cypionate",0.379
"CMP1","LSM-42612","BRD-K98569658",0.379
"CMP1","LSM-11672","BRD-K53187535",0.379
"CMP1","LSM-12335","BRD-K63987424",0.379
"CMP1","LSM-10991","BRD-K42207609",0.379
"CMP1","LSM-10882","BRD-K40219191",0.379
"CMP1","LSM-14423","BRD-K97585006",0.379
"CMP1","LSM-8949","BRD-K08616215",0.379
"CMP1","LSM-9283","BRD-K14206468",0.379
"CMP1","LSM-9824","BRD-K23033683",0.379
"CMP1","LSM-10115","BRD-K27915767",0.379
"CMP1","LSM-13601","BRD-K84636160",0.379
"CMP1","LSM-14262","BRD-K95204731",0.379
"CMP1","LSM-13354","BRD-K80559952",0.379
"CMP1","LSM-39792","CHEMBL2356844",0.379
"CMP1","LSM-4342","Telithromycin",0.378
"CMP1","LSM-46039","Scopolamine hydrochloride",0.378
"CMP1","LSM-1330","Scopolamine",0.378
"CMP1","LSM-1684","Scopolamine",0.378
"CMP1","LSM-4015","Scopolamine",0.378
"CMP1","LSM-29903","BRD-K19764912",0.377
"CMP1","LSM-36028","BRD-K66868536",0.377
"CMP1","LSM-36349","BRD-K98953112",0.377
"CMP1","LSM-3029","Canrenoate",0.377
"CMP1","LSM-35936","BRD-K57359365",0.377
"CMP1","LSM-37748","BRD-K08852751",0.377
"CMP1","LSM-42157","BRD-K89584002",0.377
"CMP1","LSM-1434","SPECTRUM_001133",0.377
"CMP1","LSM-5643","AJ-47563",0.377
"CMP1","LSM-29683","BRD-K75192396",0.377
"CMP1","LSM-29690","BRD-K65910757",0.377
"CMP1","LSM-29892","BRD-K47348275",0.377
"CMP1","LSM-29940","BRD-K41492504",0.377
"CMP1","LSM-29446","BRD-K73604422",0.377
"CMP1","LSM-29448","BRD-K28814368",0.377
"CMP1","LSM-29527","BRD-K47690679",0.377
"CMP1","LSM-45795","Bevirimat",0.377
"CMP1","LSM-10792","BRD-K39007840",0.377
"CMP1","LSM-4981","AC1L1CZR",0.377
"CMP1","LSM-8738","BRD-K05207940",0.377
"CMP1","LSM-1487","SPECTRUM_001522",0.377
"CMP1","LSM-29659","BRD-K40935524",0.377
"CMP1","LSM-29589","BRD-K57938735",0.377
"CMP1","LSM-29644","BRD-K84178323",0.377
"CMP1","LSM-5564","ZINC03977775",0.377
"CMP1","LSM-29479","BRD-K98891210",0.377
"CMP1","LSM-9768","BRD-K22123421",0.377
"CMP1","LSM-9606","BRD-K19529619",0.377
"CMP1","LSM-8594","BRD-K02544589",0.377
"CMP1","LSM-13568","BRD-K84098240",0.377
"CMP1","LSM-12780","BRD-K71249580",0.377
"CMP1","LSM-9896","BRD-K24242444",0.377
"CMP1","LSM-29365","BRD-K48052543",0.377
"CMP1","LSM-43868","Secalciferol",0.377
"CMP1","LSM-10412","BRD-K32681593",0.377
"CMP1","LSM-8496","BRD-K00959946",0.377
"CMP1","LSM-8650","BRD-K03496708",0.377
"CMP1","LSM-12454","BRD-K65981470",0.377
"CMP1","LSM-12096","BRD-K60700659",0.377
"CMP1","LSM-12755","BRD-K70868272",0.377
"CMP1","LSM-13063","BRD-K75750101",0.377
"CMP1","LSM-13066","BRD-K75819331",0.377
"CMP1","LSM-4376","AC1MCT8Q",0.375
"CMP1","LSM-2401","Digitoxigenin",0.375
"CMP1","LSM-37726","BRD-K08351986",0.375
"CMP1","LSM-38089","SA-246522",0.375
"CMP1","LSM-38599","BRD-K24319929",0.375
"CMP1","LSM-39080","SA-242443",0.375
"CMP1","LSM-38417","BRD-K21193980",0.375
"CMP1","LSM-39214","BRD-K35451338",0.375
"CMP1","LSM-40477","BRD-K58611676",0.375
"CMP1","LSM-41203","BRD-K72505722",0.375
"CMP1","LSM-40780","SA-243913",0.375
"CMP1","LSM-42460","BRD-K95607309",0.375
"CMP1","LSM-42029","BRD-K87341885",0.375
"CMP1","LSM-42161","SA-245650",0.375
"CMP1","LSM-3736","Triamcinolone",0.375
"CMP1","LSM-45937","Pimecrolimus",0.375
"CMP1","LSM-38497","BRD-K22642889",0.375
"CMP1","LSM-39415","BRD-K38914331",0.375
"CMP1","LSM-40146","BRD-K52071480",0.375
"CMP1","LSM-41502","SA-243276",0.375
"CMP1","LSM-42442","SA-441412",0.375
"CMP1","LSM-42139","BRD-K89298751",0.375
"CMP1","LSM-45057","BRD-M66672790",0.375
"CMP1","LSM-45067","BRD-M77861050",0.375
"CMP1","LSM-42525","BRD-K96834740",0.375
"CMP1","LSM-5522","Loteprednol Etabonate",0.375
"CMP1","LSM-11909","BRD-K57502578",0.375
"CMP1","LSM-5391","ZINC03977910",0.375
"CMP1","LSM-1503","AC1NWAQV",0.375
"CMP1","LSM-9160","BRD-K12279187",0.375
"CMP1","LSM-45788","Ercalcitriol",0.375
"CMP1","LSM-44622","Avicin-G",0.375
"CMP1","LSM-44628","Hydroxyl",0.375
"CMP1","LSM-13367","BRD-K80741006",0.375
"CMP1","LSM-5974","BRD-K92923799-001-01-0",0.375
