"User-added Compound","LINCS Analog","LINCS Analog Name","Similarity"
"CMP1","LSM-38214","BRD-K17800788",0.317
"CMP1","LSM-39634","BRD-K43025837",0.317
"CMP1","LSM-40588","BRD-K60737413",0.317
"CMP1","LSM-40313","BRD-K55442031",0.317
"CMP1","LSM-41033","BRD-K69191922",0.317
"CMP1","LSM-9447","BRD-K16794723",0.317
"CMP1","LSM-42454","BRD-K95553255",0.317
"CMP1","LSM-23902","BRD-K39169716-001-01-6",0.317
"CMP1","LSM-37644","BRD-K06911479",0.317
"CMP1","LSM-37961","BRD-K13383838",0.317
"CMP1","LSM-22620","Calcimycin",0.317
"CMP1","LSM-37747","BRD-K08846320",0.317
"CMP1","LSM-38408","BRD-K21081985",0.317
"CMP1","LSM-41287","BRD-K73919378",0.317
"CMP1","LSM-41616","BRD-K79610347",0.317
"CMP1","LSM-41514","BRD-K77795481",0.317
"CMP1","LSM-11078","BRD-K43518940",0.317
"CMP1","LSM-11514","BRD-K50670216",0.317
"CMP1","LSM-11637","BRD-K52473019",0.317
"CMP1","LSM-11674","BRD-K53263381",0.317
"CMP1","LSM-8048","BRD-K94263505",0.317
"CMP1","LSM-8104","BRD-K00863274",0.317
"CMP1","LSM-8272","BRD-K53488735",0.317
"CMP1","LSM-7113","BRD-K20037743",0.317
"CMP1","LSM-5061","Argatroban",0.317
"CMP1","LSM-10805","BRD-K39151337",0.317
"CMP1","LSM-12137","BRD-K61255273",0.317
"CMP1","LSM-14784","BRD-K29371459",0.317
"CMP1","LSM-14564","BRD-K99874282",0.317
"CMP1","LSM-19005","Calcimycin",0.317
"CMP1","LSM-24733","BRD-K66463856",0.317
"CMP1","LSM-24868","BRD-K25993054",0.317
"CMP1","LSM-28872","BRD-K66419338",0.317
"CMP1","LSM-28893","BRD-K31844308",0.317
"CMP1","LSM-28804","BRD-K86155400",0.317
"CMP1","LSM-28965","BRD-K96491664",0.317
"CMP1","LSM-29476","BRD-K26195700",0.317
"CMP1","LSM-8470","BRD-K00575273",0.317
"CMP1","LSM-8780","BRD-K06083657",0.317
"CMP1","LSM-8307","BRD-K63270352",0.317
"CMP1","LSM-8352","BRD-K74109371",0.317
"CMP1","LSM-8398","BRD-K88628885",0.317
"CMP1","LSM-7832","BRD-K75990826",0.317
"CMP1","LSM-23957","BRD-K02687261-001-01-9",0.317
"CMP1","LSM-9787","BRD-K22433696",0.317
"CMP1","LSM-9735","BRD-K21536131",0.317
"CMP1","LSM-10427","BRD-K32897268",0.317
"CMP1","LSM-10087","BRD-K27483344",0.317
"CMP1","LSM-10732","BRD-K38037265",0.317
"CMP1","LSM-10771","BRD-K38643780",0.317
"CMP1","LSM-10955","BRD-K41597316",0.317
"CMP1","LSM-12279","BRD-K63285694",0.317
"CMP1","LSM-13654","BRD-K85471465",0.317
"CMP1","LSM-13067","BRD-K75843415",0.317
"CMP1","LSM-13106","BRD-K76462626",0.317
"CMP1","LSM-13348","BRD-K80457386",0.317
"CMP1","LSM-41485","BRD-K77191339",0.317
"CMP1","LSM-13342","BRD-K80398603",0.317
"CMP1","LSM-28890","BRD-K93567937",0.317
"CMP1","LSM-28817","BRD-K39348592",0.317
"CMP1","LSM-28991","BRD-K37698302",0.317
"CMP1","LSM-29008","BRD-K25675728",0.317
"CMP1","LSM-24842","BRD-K58944125",0.317
"CMP1","LSM-24687","BRD-K35324337",0.317
"CMP1","LSM-24688","BRD-K07798964",0.317
"CMP1","LSM-45272","Argatroban",0.317
"CMP1","LSM-41047","BRD-K69372544",0.317
"CMP1","LSM-13510","BRD-K83132555",0.317
"CMP1","LSM-5086","Nystatin",0.317
"CMP1","LSM-13731","BRD-K86578973",0.317
"CMP1","LSM-43223","Ebelactone-B",0.317
"CMP1","LSM-13157","BRD-K77318689",0.317
"CMP1","LSM-43295","Natamycin",0.317
"CMP1","LSM-43304","BRD-A42129474",0.317
"CMP1","LSM-5443","Amphotericin-B",0.317
"CMP1","LSM-36621","AC1O7M0U",0.317
"CMP1","LSM-36751","FPA1_000317",0.317
"CMP1","LSM-36916","L 744832",0.317
"CMP1","LSM-1399","CHEMBL1201939",0.317
"CMP1","LSM-39337","BRD-K37516186",0.317
"CMP1","LSM-8368","BRD-K79561347",0.317
"CMP1","LSM-8108","BRD-K01876557",0.317
"CMP1","LSM-8422","BRD-K97207863",0.317
"CMP1","LSM-23896","BRD-K25865221-001-01-3",0.317
"CMP1","LSM-34979","BRD-K99766666-001-01-6",0.317
"CMP1","LSM-34982","BRD-K43766497-001-01-8",0.317
"CMP1","LSM-35005","BRD-K71709348-001-01-4",0.317
"CMP1","LSM-35007","BRD-K14867418-001-01-5",0.317
"CMP1","LSM-35043","BRD-K31267215-001-01-2",0.317
"CMP1","LSM-34915","BRD-K20101441-001-01-2",0.317
"CMP1","LSM-34919","BRD-K55748528-001-01-4",0.317
"CMP1","LSM-34921","BRD-K76158076-001-01-7",0.317
"CMP1","LSM-6894","BRD-K02612980",0.317
"CMP1","LSM-8216","BRD-K37081092",0.317
"CMP1","LSM-8232","BRD-K41574893",0.317
"CMP1","LSM-7637","BRD-K59578981",0.317
"CMP1","LSM-40393","BRD-K56928281",0.317
"CMP1","LSM-4018","Spironolactone",0.317
"CMP1","LSM-23925","BRD-K95689688-001-01-8",0.317
"CMP1","LSM-34904","BRD-K57345620-001-01-4",0.317
"CMP1","LSM-34905","BRD-K29887111-001-01-6",0.317
"CMP1","LSM-34911","BRD-K09048421-001-01-4",0.317
"CMP1","LSM-34962","BRD-K36569842-001-01-7",0.317
"CMP1","LSM-6489","MLS000678252",0.317
"CMP1","LSM-11926","BRD-K57792211",0.317
"CMP1","LSM-9336","BRD-K15172981",0.317
"CMP1","LSM-8053","BRD-K94435288",0.317
"CMP1","LSM-6997","BRD-K11582139",0.317
"CMP1","LSM-7419","BRD-K45231869",0.317
"CMP1","LSM-8178","BRD-K26188625",0.317
"CMP1","LSM-8200","BRD-K33755346",0.317
"CMP1","LSM-5755","ZINC03881699",0.317
"CMP1","LSM-4321","AC1O7M2Y",0.317
"CMP1","LSM-8406","BRD-K92186740",0.317
"CMP1","LSM-45441","SPIRONOLACTONE",0.317
"CMP1","LSM-24843","BRD-K52232548",0.317
"CMP1","LSM-8471","BRD-K00575615",0.317
"CMP1","LSM-8372","BRD-K80564983",0.317
"CMP1","LSM-5066","Misoprostol (sc-29333)",0.317
"CMP1","LSM-7655","BRD-K60679910",0.317
"CMP1","LSM-9280","BRD-K14123146",0.317
"CMP1","LSM-9810","BRD-K22743786",0.317
"CMP1","LSM-8323","BRD-K67197636",0.317
"CMP1","LSM-12831","BRD-K71857815",0.317
"CMP1","LSM-12983","BRD-K74378303",0.317
"CMP1","LSM-23975","BRD-K38770265-001-01-7",0.317
"CMP1","LSM-23979","BRD-K00474715-001-01-6",0.317
"CMP1","LSM-24782","BRD-K48864953",0.317
"CMP1","LSM-13377","BRD-K80866887",0.317
"CMP1","LSM-24775","BRD-K73364700",0.317
"CMP1","LSM-24815","BRD-K46082763",0.317
"CMP1","LSM-24689","BRD-K13279882",0.317
"CMP1","LSM-24737","BRD-K18558473",0.317
"CMP1","LSM-24915","BRD-K63616423",0.317
"CMP1","LSM-29265","BRD-K32403948",0.316
"CMP1","LSM-35425","BRD-K16214172",0.316
"CMP1","LSM-35476","BRD-K18173053",0.316
"CMP1","LSM-35167","BRD-K04785821",0.316
"CMP1","LSM-37971","BRD-K13641963",0.316
"CMP1","LSM-15968","BRD-K60713554-001-01-8",0.316
"CMP1","LSM-35350","BRD-K12749985",0.316
"CMP1","LSM-12917","MLS003128871",0.316
"CMP1","LSM-16194","CHEMBL2359989",0.316
"CMP1","LSM-18115","CHEMBL3182423",0.316
"CMP1","LSM-16077","BRD-K74842791",0.316
"CMP1","LSM-15961","BRD-K65257143",0.316
"CMP1","LSM-18355","BRD-K55256232",0.316
"CMP1","LSM-18361","BRD-K48727830",0.316
"CMP1","LSM-18375","BRD-K45635721",0.316
"CMP1","LSM-18260","BRD-K51573654",0.316
"CMP1","LSM-18314","BRD-K48266244",0.316
"CMP1","LSM-18119","BRD-K44921612",0.316
"CMP1","LSM-18141","BRD-K39438085",0.316
"CMP1","LSM-29245","BRD-K28294686",0.316
"CMP1","LSM-29044","BRD-K24204732",0.316
"CMP1","LSM-29324","BRD-K26282994",0.316
"CMP1","LSM-13894","BRD-K88903268",0.316
"CMP1","LSM-16088","BRD-K63665694",0.316
"CMP1","LSM-16000","BRD-K72424071",0.316
"CMP1","LSM-22505","BRD-K97707303",0.316
"CMP1","LSM-22540","BRD-K79184750",0.316
"CMP1","LSM-13422","BRD-K81752795",0.316
"CMP1","LSM-29196","BRD-K38380337",0.316
"CMP1","LSM-18358","BRD-K41939184",0.316
"CMP1","LSM-18364","BRD-K46162352",0.316
"CMP1","LSM-18317","BRD-K42439884",0.316
"CMP1","LSM-18324","BRD-K56107062",0.316
"CMP1","LSM-22373","BRD-K78676275",0.316
"CMP1","LSM-29159","BRD-K21420222",0.316
"CMP1","LSM-14348","BRD-K96534186",0.316
"CMP1","LSM-1758","Mepireserpate",0.316
"CMP1","LSM-37483","BRD-K03936430",0.316
"CMP1","LSM-13774","BRD-K87167564",0.316
"CMP1","LSM-14275","BRD-K95367721",0.316
"CMP1","LSM-14351","BRD-K96551169",0.316
"CMP1","LSM-39012","BRD-K31844452",0.316
"CMP1","LSM-38407","BRD-K21075720",0.316
"CMP1","LSM-39538","BRD-K41035516",0.316
"CMP1","LSM-41309","BRD-K74236049",0.316
"CMP1","LSM-41753","BRD-K82048228",0.316
"CMP1","LSM-4465","CBDIVE_007485",0.316
"CMP1","LSM-29677","BRD-K12034032-001-01-0",0.316
"CMP1","LSM-29680","BRD-K24672629-001-01-2",0.316
"CMP1","LSM-2816","Isoreserpine",0.316
"CMP1","LSM-8879","BRD-K07568447",0.316
"CMP1","LSM-8867","BRD-K07442049",0.316
"CMP1","LSM-36413","BRD-K76880231",0.316
"CMP1","LSM-37597","BRD-K05928130",0.316
"CMP1","LSM-38550","BRD-K23496480",0.316
"CMP1","LSM-38944","BRD-K30644784",0.316
"CMP1","LSM-40241","BRD-K54254994",0.316
"CMP1","LSM-40328","BRD-K55692246",0.316
"CMP1","LSM-40722","BRD-K63145939",0.316
"CMP1","LSM-4162","Reserpine",0.316
"CMP1","LSM-11069","BRD-K43420611",0.316
"CMP1","LSM-9986","CHEMBL2361745",0.316
"CMP1","LSM-11486","BRD-K50223932",0.316
"CMP1","LSM-11747","BRD-K54636101",0.316
"CMP1","LSM-1910","STK009254",0.316
"CMP1","LSM-8893","BRD-K07700224",0.316
"CMP1","LSM-4398","Oleanoic acid",0.316
"CMP1","LSM-9411","BRD-K16331350",0.316
"CMP1","LSM-9513","BRD-K18102341",0.316
"CMP1","LSM-10464","BRD-K33591392",0.316
"CMP1","LSM-12772","BRD-K71151012",0.316
"CMP1","LSM-12502","BRD-K66857873",0.316
"CMP1","LSM-13827","BRD-K87920375",0.316
"CMP1","LSM-13645","BRD-K85297660",0.316
"CMP1","LSM-10155","BRD-K28513938",0.316
"CMP1","LSM-11022","BRD-K42704273",0.316
"CMP1","LSM-10564","BRD-K35571012",0.316
"CMP1","LSM-12401","BRD-K65065275",0.316
"CMP1","LSM-12214","BRD-K62320150",0.316
"CMP1","LSM-14344","BRD-K96451524",0.316
"CMP1","LSM-14496","BRD-K98850601",0.316
"CMP1","LSM-8603","BRD-K02665621",0.316
"CMP1","LSM-9151","BRD-K11977286",0.316
"CMP1","LSM-9973","BRD-K25427024",0.316
"CMP1","LSM-18793","AMBCB26717934",0.316
"CMP1","LSM-8685","BRD-K04206413",0.316
"CMP1","LSM-8688","BRD-K04237106",0.316
"CMP1","LSM-8894","BRD-K07727895",0.316
"CMP1","LSM-5557","BRD-K44495371-001-01-4",0.316
"CMP1","LSM-9211","BRD-K13079805",0.316
"CMP1","LSM-9448","BRD-K16813995",0.316
"CMP1","LSM-9480","BRD-K17507122",0.316
"CMP1","LSM-10114","BRD-K27887926",0.316
"CMP1","LSM-10906","BRD-K40555995",0.316
"CMP1","LSM-10967","BRD-K41763142",0.316
"CMP1","LSM-10602","BRD-K36070105",0.316
"CMP1","LSM-11551","BRD-K51088127",0.316
"CMP1","LSM-11755","BRD-K54839171",0.316
"CMP1","LSM-12303","BRD-K63607326",0.316
"CMP1","LSM-12154","BRD-K61484514",0.316
"CMP1","LSM-12116","BRD-K60879194",0.316
"CMP1","LSM-12882","BRD-K72760455",0.316
"CMP1","LSM-12643","BRD-K69073546",0.316
"CMP1","LSM-12760","BRD-K70918484",0.316
"CMP1","LSM-12947","BRD-K73716473",0.316
"CMP1","LSM-13727","BRD-K86524002",0.316
"CMP1","LSM-13798","BRD-K87536251",0.316
"CMP1","LSM-42255","BRD-K91501298",0.316
"CMP1","LSM-8643","BRD-K03354784",0.316
"CMP1","LSM-13384","BRD-K80976693",0.316
"CMP1","LSM-13374","BRD-K80841398",0.316
"CMP1","LSM-40887","CHEMBL2356120",0.316
"CMP1","LSM-14293","BRD-K95631838",0.316
"CMP1","LSM-29872","BRD-K77834935",0.315
"CMP1","LSM-29884","BRD-K71502099",0.315
"CMP1","LSM-9316","BRD-K14652476",0.315
"CMP1","LSM-35702","BRD-K36096526",0.315
"CMP1","LSM-21671","BRD-K47009383-001-01-6",0.315
"CMP1","LSM-21673","BRD-K51516836-001-01-6",0.315
"CMP1","LSM-21701","BRD-K37264475-001-01-8",0.315
"CMP1","LSM-21721","BRD-K73676895-001-01-0",0.315
"CMP1","LSM-21777","BRD-K06979925-001-01-4",0.315
"CMP1","LSM-21784","BRD-K99482429-001-01-8",0.315
"CMP1","LSM-21800","BRD-K28936732-001-01-1",0.315
"CMP1","LSM-21840","BRD-K96031801-001-01-4",0.315
"CMP1","LSM-21845","BRD-K21780416-001-01-3",0.315
"CMP1","LSM-36164","BRD-K80413110",0.315
"CMP1","LSM-35923","BRD-K56405136",0.315
"CMP1","LSM-35970","BRD-K60918542",0.315
"CMP1","LSM-21733","BRD-K46798264-001-01-9",0.315
"CMP1","LSM-21811","BRD-K33764155-001-01-8",0.315
"CMP1","LSM-21818","BRD-K69410368-001-01-8",0.315
"CMP1","LSM-21828","BRD-K34479074-001-01-0",0.315
"CMP1","LSM-21658","BRD-K91039845-001-01-0",0.315
"CMP1","LSM-9118","BRD-K11345845",0.315
"CMP1","LSM-9608","BRD-K19558952",0.315
"CMP1","LSM-12449","BRD-K65922289",0.315
"CMP1","LSM-12469","BRD-K66328731",0.315
"CMP1","LSM-10736","BRD-K38122103",0.315
"CMP1","LSM-28764","BRD-K47062996",0.315
"CMP1","LSM-28992","BRD-K43316594",0.315
"CMP1","LSM-29756","BRD-K14909006",0.315
"CMP1","LSM-29797","BRD-K22481359",0.315
"CMP1","LSM-29962","BRD-K20586104",0.315
"CMP1","LSM-29818","BRD-K73479560",0.315
"CMP1","LSM-29821","BRD-K81104218",0.315
"CMP1","LSM-29891","BRD-K51743001",0.315
"CMP1","LSM-8576","BRD-K02311587",0.315
"CMP1","LSM-12787","BRD-K71334452",0.315
"CMP1","LSM-11497","BRD-K50381033",0.315
"CMP1","LSM-14094","BRD-K92313046",0.315
"CMP1","LSM-13011","BRD-K74796495",0.315
"CMP1","LSM-42025","BRD-K87268239",0.315
"CMP1","LSM-28868","BRD-K16705729",0.315
"CMP1","LSM-28747","BRD-K86964464",0.315
"CMP1","LSM-28749","BRD-K26704304",0.315
"CMP1","LSM-28963","BRD-K25718133",0.315
"CMP1","LSM-28981","BRD-K17889110",0.315
"CMP1","LSM-29007","BRD-K04695511",0.315
"CMP1","LSM-13501","BRD-K83016905",0.315
"CMP1","LSM-31702","BRD-K88282877",0.315
"CMP1","LSM-24051","BRD-K37366844-001-01-5",0.315
"CMP1","LSM-1294","Nomilin",0.315
"CMP1","LSM-31600","BRD-K46742113",0.315
"CMP1","LSM-31637","BRD-K32751688",0.315
"CMP1","LSM-31766","BRD-K30433551",0.315
"CMP1","LSM-11860","BRD-K56763965",0.315
"CMP1","LSM-45109","BRD-K72505034",0.315
"CMP1","LSM-1642","AC1MR9ZN",0.315
"CMP1","LSM-8849","BRD-K07157902",0.315
"CMP1","LSM-9849","BRD-K23618054",0.315
"CMP1","LSM-10664","BRD-K36962815",0.315
"CMP1","LSM-12399","BRD-K65012833",0.315
"CMP1","LSM-10549","MLS003650140",0.315
"CMP1","LSM-24754","BRD-K63909265",0.315
"CMP1","LSM-8638","BRD-K03262953",0.315
"CMP1","LSM-9793","BRD-K22508185",0.315
"CMP1","LSM-9165","BRD-K12388484",0.315
"CMP1","LSM-9536","BRD-K18400716",0.315
"CMP1","LSM-23972","BRD-K90170141-001-01-5",0.315
"CMP1","LSM-13885","BRD-K88797027",0.315
"CMP1","LSM-13815","BRD-K87838816",0.315
"CMP1","LSM-14048","BRD-K91487294",0.315
"CMP1","LSM-14063","BRD-K91729331",0.315
"CMP1","LSM-24018","BRD-K17405724-001-01-0",0.315
"CMP1","LSM-4411","KBIO2_006165",0.315
"CMP1","LSM-35376","BRD-K13681383",0.314
"CMP1","LSM-35086","BRD-K00974016",0.314
"CMP1","LSM-38040","BRD-K14799717",0.314
"CMP1","LSM-38636","BRD-K25029498",0.314
"CMP1","LSM-40996","BRD-K68597821",0.314
"CMP1","LSM-42123","BRD-K89034694",0.314
"CMP1","LSM-7064","MLS003129316",0.314
"CMP1","LSM-35225","BRD-K06974027",0.314
"CMP1","LSM-37404","BRD-K02283603",0.314
"CMP1","LSM-37823","BRD-K10709111",0.314
"CMP1","LSM-40449","BRD-K58096890",0.314
"CMP1","LSM-40285","BRD-K55073475",0.314
"CMP1","LSM-42019","BRD-K87063646",0.314
"CMP1","LSM-41730","BRD-K81646882",0.314
"CMP1","LSM-24037","MLS003129120",0.314
"CMP1","LSM-23887","MLS003129250",0.314
"CMP1","LSM-42650","BRD-K99395085",0.314
"CMP1","LSM-8105","MLS003129157",0.314
"CMP1","LSM-7126","MLS003129306",0.314
"CMP1","LSM-10095","BRD-K27679491",0.314
"CMP1","LSM-8153","MLS003129390",0.314
"CMP1","LSM-8185","MLS003129629",0.314
"CMP1","LSM-8212","MLS003129482",0.314
"CMP1","LSM-18287","MLS003129899",0.314
"CMP1","LSM-16041","BRD-K60653414",0.314
"CMP1","LSM-18102","BRD-K58005972",0.314
"CMP1","LSM-22312","BRD-K82273064",0.314
"CMP1","LSM-29306","BRD-K23560817",0.314
"CMP1","LSM-29337","BRD-K27620386",0.314
"CMP1","LSM-9679","BRD-K20517870",0.314
"CMP1","LSM-12812","BRD-K71611609",0.314
"CMP1","LSM-13579","BRD-K84239628",0.314
"CMP1","LSM-13620","BRD-K84994827",0.314
"CMP1","LSM-15973","BRD-K61189585",0.314
"CMP1","LSM-41974","CHEMBL3184316",0.314
"CMP1","LSM-18294","BRD-K57616143",0.314
"CMP1","LSM-6901","MLS003130227",0.314
"CMP1","LSM-29068","BRD-K25658788",0.314
"CMP1","LSM-10669","BRD-K37020290",0.314
"CMP1","LSM-23989","MLS003129342",0.314
"CMP1","LSM-39608","MLS003128719",0.314
"CMP1","LSM-1783","MLS001060831",0.314
"CMP1","LSM-10699","BRD-K37552925",0.314
"CMP1","LSM-5941","Methandriol",0.314
"CMP1","LSM-45115","ALD1-H_000583",0.314
"CMP1","LSM-11398","BRD-K48724570",0.314
"CMP1","LSM-14113","BRD-K92758184",0.314
"CMP1","LSM-20821","SMR000032058",0.314
"CMP1","LSM-10851","BRD-K39799535",0.314
"CMP1","LSM-12112","BRD-K60857329",0.314
"CMP1","LSM-12955","BRD-K73876582",0.314
"CMP1","LSM-10074","BRD-K27198844",0.314
"CMP1","LSM-13634","BRD-K85194284",0.314
"CMP1","LSM-30300","BRD-K64137284",0.313
"CMP1","LSM-30324","BRD-K54742099",0.313
"CMP1","LSM-30340","BRD-K14258088",0.313
"CMP1","LSM-30597","BRD-K18629365",0.313
"CMP1","LSM-34267","BRD-K41548770",0.313
"CMP1","LSM-34290","BRD-K74896637",0.313
"CMP1","LSM-34309","BRD-K70532227",0.313
"CMP1","LSM-34534","BRD-K82068522",0.313
"CMP1","LSM-34577","BRD-K96788889",0.313
"CMP1","LSM-42671","BRD-K99640003",0.313
"CMP1","LSM-21681","BRD-K07102823-001-01-5",0.313
"CMP1","LSM-21725","BRD-K05285993-001-01-4",0.313
"CMP1","LSM-21830","BRD-K55936117-001-01-2",0.313
"CMP1","LSM-34388","BRD-K74317118",0.313
"CMP1","LSM-34322","BRD-K95900761",0.313
"CMP1","LSM-34478","BRD-K57498440",0.313
"CMP1","LSM-38605","MLS003129657",0.313
"CMP1","LSM-23604","SMR000096478",0.313
"CMP1","LSM-21750","BRD-K56674500-001-01-3",0.313
"CMP1","LSM-21788","BRD-K65936712-001-01-9",0.313
"CMP1","LSM-21801","BRD-K26141147-001-01-9",0.313
"CMP1","LSM-21711","BRD-K13680979-001-01-4",0.313
"CMP1","LSM-21928","BRD-K16803279-001-01-6",0.313
"CMP1","LSM-11296","BRD-K47018052",0.313
"CMP1","LSM-12170","BRD-K61751605",0.313
"CMP1","LSM-8914","BRD-K08040026",0.313
"CMP1","LSM-14071","BRD-K91809691",0.313
"CMP1","LSM-10891","BRD-K40389399",0.313
"CMP1","LSM-11141","BRD-K44579616",0.313
"CMP1","LSM-12100","BRD-K60706752",0.313
"CMP1","LSM-12570","BRD-K67959996",0.313
"CMP1","LSM-14190","BRD-K93986444",0.313
"CMP1","LSM-9069","BRD-K10657952",0.313
"CMP1","LSM-30342","BRD-K62418408",0.313
"CMP1","LSM-30371","BRD-K89366259",0.313
"CMP1","LSM-30407","BRD-K82105033",0.313
"CMP1","LSM-30606","BRD-K42214389",0.313
"CMP1","LSM-8549","BRD-K01911039",0.313
"CMP1","LSM-9156","BRD-K12159290",0.313
"CMP1","LSM-9657","BRD-K20163346",0.313
"CMP1","LSM-10175","BRD-K28810861",0.313
"CMP1","LSM-10984","MLS003649957",0.313
"CMP1","LSM-11475","BRD-K50115811",0.313
"CMP1","LSM-12006","BRD-K59196623",0.313
"CMP1","LSM-12340","BRD-K64070950",0.313
"CMP1","LSM-12594","BRD-K68320080",0.313
"CMP1","LSM-12876","BRD-K72464155",0.313
"CMP1","LSM-13618","BRD-K84935712",0.313
"CMP1","LSM-13407","BRD-K81559336",0.313
"CMP1","LSM-2686","131780-47-7",0.312
"CMP1","LSM-35458","BRD-K17421394",0.312
"CMP1","LSM-24046","MLS003129600",0.312
"CMP1","LSM-8353","BRD-K74472944",0.312
"CMP1","LSM-37401","BRD-K02258558",0.312
"CMP1","LSM-37610","BRD-K06303559",0.312
"CMP1","LSM-40047","BRD-K50068201",0.312
"CMP1","LSM-40816","BRD-K64984926",0.312
"CMP1","LSM-21674","BRD-K99254482-001-01-5",0.312
"CMP1","LSM-21719","BRD-K34937810-001-01-6",0.312
"CMP1","LSM-21740","BRD-K28297324-001-01-2",0.312
"CMP1","LSM-21802","BRD-K78120118-001-01-5",0.312
"CMP1","LSM-21897","BRD-K33948274-001-01-3",0.312
"CMP1","LSM-7100","MLS003129244",0.312
"CMP1","LSM-7111","BRD-K20013327",0.312
"CMP1","LSM-6875","MLS003129201",0.312
"CMP1","LSM-37844","BRD-K11141556",0.312
"CMP1","LSM-38468","BRD-K22149853",0.312
"CMP1","LSM-13178","BRD-K77709215",0.312
"CMP1","LSM-24062","MLS003129540",0.312
"CMP1","LSM-24003","MLS003129631",0.312
"CMP1","LSM-24027","MLS003129658",0.312
"CMP1","LSM-23966","MLS003129173",0.312
"CMP1","LSM-21708","BRD-K93287182-001-01-4",0.312
"CMP1","LSM-23885","MLS003129787",0.312
"CMP1","LSM-21898","BRD-K36125999-001-01-9",0.312
"CMP1","LSM-21839","BRD-K87337065-001-01-7",0.312
"CMP1","LSM-11120","BRD-K44080306",0.312
"CMP1","LSM-8325","MLS003129211",0.312
"CMP1","LSM-11862","BRD-K56805970",0.312
"CMP1","LSM-11830","BRD-K56240103",0.312
"CMP1","LSM-23996","MLS003129515",0.312
"CMP1","LSM-8152","BRD-K16120913",0.312
"CMP1","LSM-8154","BRD-K18236913-001-01-9",0.312
"CMP1","LSM-7034","BRD-K13765840",0.312
"CMP1","LSM-12038","BRD-K59731570",0.312
"CMP1","LSM-40915","BRD-K66761585",0.312
"CMP1","LSM-8203","BRD-K33961669",0.312
"CMP1","LSM-9239","BRD-K13517531",0.312
"CMP1","LSM-9194","BRD-K12884539",0.312
"CMP1","LSM-9360","BRD-K15535200",0.312
"CMP1","LSM-8348","BRD-K72773058",0.312
"CMP1","LSM-9890","BRD-K24172839",0.312
"CMP1","LSM-1255","Betaxolol",0.312
"CMP1","LSM-40516","BRD-K59341874",0.312
"CMP1","LSM-13955","BRD-K89621861",0.312
"CMP1","LSM-10462","BRD-K33544525",0.312
"CMP1","LSM-10278","BRD-K30737452",0.312
"CMP1","LSM-10546","BRD-K35196676",0.312
"CMP1","LSM-11306","BRD-K47105955",0.312
"CMP1","LSM-11114","BRD-K43982847",0.312
"CMP1","LSM-13709","BRD-K86198141",0.312
"CMP1","LSM-18205","MLS003128870",0.312
"CMP1","LSM-16142","BRD-K60946512",0.312
"CMP1","LSM-18099","BRD-K51228600",0.312
"CMP1","LSM-18307","BRD-K49208610",0.312
"CMP1","LSM-22317","BRD-K95251122",0.312
"CMP1","LSM-22485","BRD-K89748417",0.312
"CMP1","LSM-23884","MLS003129615",0.312
"CMP1","LSM-23986","MLS003129237",0.312
"CMP1","LSM-29219","BRD-K35788497",0.312
"CMP1","LSM-8445","BRD-K00342680",0.312
"CMP1","LSM-8627","BRD-K03116835",0.312
"CMP1","LSM-8228","MLS003129577",0.312
"CMP1","LSM-9041","BRD-K09936924",0.312
"CMP1","LSM-38951","SA-1459031",0.312
"CMP1","LSM-7458","BRD-K47571551",0.312
"CMP1","LSM-7839","MLS003129176",0.312
"CMP1","LSM-8186","BRD-K28927944",0.312
"CMP1","LSM-8182","MLS003129280",0.312
"CMP1","LSM-10325","BRD-K31327364",0.312
"CMP1","LSM-33141","MLS001242663",0.312
"CMP1","LSM-11253","BRD-K46300014",0.312
"CMP1","LSM-11575","BRD-K51392039",0.312
"CMP1","LSM-12359","BRD-K64409112",0.312
"CMP1","LSM-13536","BRD-K83544582",0.312
"CMP1","LSM-13494","BRD-K82935485",0.312
"CMP1","LSM-13643","BRD-K85258806",0.312
"CMP1","LSM-13800","BRD-K87618551",0.312
"CMP1","LSM-14343","BRD-K96431673",0.312
"CMP1","LSM-13117","BRD-K76637414",0.312
"CMP1","LSM-16060","BRD-K60132279",0.312
"CMP1","LSM-15999","BRD-K62312047",0.312
"CMP1","LSM-22469","BRD-K84949119",0.312
"CMP1","LSM-13415","BRD-K81666293",0.312
"CMP1","LSM-18180","BRD-K53191200",0.312
"CMP1","LSM-18360","BRD-K49132774",0.312
"CMP1","LSM-29109","BRD-K20690715",0.312
"CMP1","LSM-29115","BRD-K35711197",0.312
"CMP1","LSM-29079","BRD-K31337291",0.312
"CMP1","LSM-13451","BRD-K82166043",0.312
"CMP1","LSM-6943","MLS003129345",0.312
"CMP1","LSM-23960","MLS003129379",0.312
"CMP1","LSM-24909","MLS003129792",0.312
"CMP1","LSM-24911","MLS003130211",0.312
"CMP1","LSM-44650","YL-61",0.312
"CMP1","LSM-1946","BIO2_000040",0.312
"CMP1","LSM-30120","BRD-K47217000",0.311
"CMP1","LSM-29981","BRD-K55679243",0.311
"CMP1","LSM-29983","BRD-K20009653",0.311
"CMP1","LSM-30014","BRD-K05002317",0.311
"CMP1","LSM-17519","BRD-K42671261",0.311
"CMP1","LSM-30136","BRD-K23553911",0.311
"CMP1","LSM-5758","Brucine",0.311
"CMP1","LSM-33908","BRD-K73200916",0.311
"CMP1","LSM-33913","BRD-K75410936",0.311
