Gene.symbol,logFC,P.Value
,0.311845786,0.007212565
,0.296599667,0.007217062
,0.296599667,0.007217062
,-0.235184607,0.007220249
PLAA,-0.182427202,0.007233926
CASP2,0.21360494,0.007235765
LRRC59,0.277074286,0.007238632
,-0.28850869,0.00723923
SPO11,-0.156109048,0.007247093
,-0.237236714,0.007273805
,-0.442688369,0.007307557
TMUB2,0.241600214,0.007310224
,-0.599154464,0.007328067
ERVFRD-2,-0.230798643,0.007343206
PRCP,0.293295952,0.007348682
TTBK2,0.156980774,0.007354676
CD99L2,0.256109,0.007358223
ATP13A5,-0.17728525,0.007408533
CROCCP2,0.223674226,0.007423221
ARFIP2,0.254048405,0.007446689
GPAA1,0.221744845,0.007452325
CHMP6,0.238614119,0.007452336
C22orf15,-0.184587881,0.007537781
PRM2,-0.175840417,0.007547867
,-0.168295155,0.007553255
DPH2,0.286885369,0.007568471
,-0.426925381,0.007571207
,-0.217603667,0.007635466
,-0.257992393,0.007655523
,-0.160286274,0.007658204
,-0.225590964,0.007667917
NEK7,-0.30139,0.007672529
PEX5,0.15266775,0.007690215
HRCT1,-0.205652226,0.007698815
,-0.345287798,0.007702046
MIR95,0.195528393,0.007730358
SLC6A16,0.285507798,0.007742225
,-0.395499774,0.007772046
,-0.192393024,0.007784279
TROVE2,-0.229938833,0.007810473
SLC6A15,-0.146255643,0.007811488
,-0.249434107,0.007815442
,-0.218484976,0.007866742
PLA2G2E,-0.193501321,0.007877176
,-0.15358806,0.007888033
,-0.24098969,0.007926226
TBC1D20///TBC1D20,0.142616345,0.007933805
FAM127C,0.183983571,0.007937155
,-0.207391643,0.007938196
,0.44912294,0.00797678
PHF3,-0.28056581,0.007994996
,0.222775619,0.008007993
KRT74,-0.20303675,0.008035588
CLN8,0.333792905,0.008057463
CCDC159,0.36431869,0.008057563
COL14A1,-0.159833333,0.008084404
SIRT2,0.264832381,0.008113437
PIK3R3,-0.256962702,0.00812851
PARP6,0.348306274,0.008148814
FAM21A///FAM21C,-0.163834119,0.008161853
DYNLRB1,0.198747107,0.008164208
F8A3///F8A2///F8A1,0.197092262,0.008176428
,0.197473929,0.008207832
,-0.31630819,0.008208197
,-0.204646512,0.008209158
LRRC37A6P,-0.173937,0.008231008
CAPG,0.360053417,0.008254642
UBE2Z,0.314305619,0.008258213
,-0.369829714,0.008262422
,-0.395862357,0.008276067
USP33,-0.201723274,0.008278755
MIR128-1,-0.170309536,0.008291018
F11,-0.162453143,0.008309145
,-0.176605929,0.008325348
ATXN7L1,0.342133417,0.008345374
MAP2K4,-0.361511583,0.008363709
BNC1,-0.185185905,0.00838663
,-0.175298131,0.008398803
,-0.220745083,0.008409881
SHROOM3,-0.194002524,0.008443345
,-0.267434976,0.00845684
,-0.22277225,0.008464071
DRD5,-0.187510262,0.008466773
,-0.17851625,0.008503448
ESRRG,-0.14728925,0.008506235
STK19,0.17964975,0.008509589
STK19,0.17964975,0.008509589
,-0.137660369,0.008513098
XIAP,-0.212000726,0.008529787
ACOT2,0.219884619,0.008541721
FAM117B,0.263198714,0.008544653
UBXN1,0.177101655,0.00855267
OR5H15///OR5H14///OR5H6///OR5H1,-0.126629857,0.008563126
