Gene.symbol,logFC,P.Value
,-0.156392982,0.055550301
HEATR5A,0.272299259,0.055579066
SNORD8,-0.157876288,0.05567289
FAM167A-AS1,0.136808853,0.055677031
,-0.641609306,0.055931623
CARS,0.127611059,0.056094438
LPIN2,0.228125341,0.056117859
ANAPC1,-0.270388653,0.05629674
,0.116356041,0.056439075
,-0.258908112,0.056516509
ZNF799,-0.280096235,0.056533129
TINAG,0.092512076,0.056591826
,0.106808288,0.056664433
,0.172109259,0.056745812
NIPBL,0.173495694,0.056768384
NCBP2-AS2,-0.160793647,0.056779529
TPTE,0.129410788,0.056824733
ADAM30,0.138094329,0.056896429
HBP1,0.219539835,0.056908491
SDCBP,0.156449412,0.056970802
PEAK1,-0.175738476,0.056986218
FAM229B,-0.109026776,0.056989735
NT5C3B,-0.208423924,0.057027942
,-0.286077782,0.057037075
USF2,-0.110415765,0.057072736
CEP350,0.120116659,0.057210013
FKBP9P1,0.124459135,0.057213824
OR4A5,0.111049988,0.05747172
HECW2,0.249793812,0.057642032
TOP3A,0.131056947,0.057713201
CYP2G1P,0.124214612,0.057766788
RNF24,0.250905324,0.057938779
CAPN10///GPR35,-0.096562565,0.057941311
,0.111959476,0.05813413
TMEM198B///TMEM198B,-0.142577459,0.058277413
LOC101926933///LIMD1-AS1,0.249386947,0.058282243
ICAM3,0.183309412,0.058334079
GAGE12D///GAGE8///GAGE12F///GAGE2A///GAGE12H///GAGE12E///GAGE12B///GAGE12C///GAGE2D///GAGE12J///GAGE12G///GAGE13///GAGE2B///GAGE2E///GAGE6///GAGE5///GAGE4///GAGE2C///GAGE1,0.209268582,0.058348652
HS6ST1,-0.092743906,0.058384806
CD59,0.270040306,0.05843678
DPCR1,0.148992371,0.058444273
ABCA2,-0.185048912,0.05851369
,0.1953133,0.058525162
SRR,-0.223365988,0.058616444
GJB1,0.136379253,0.058617154
STK3,0.191608629,0.058887194
MED23,0.116329382,0.059019362
,0.114545394,0.059100809
WNT8B,0.130528159,0.059222844
C1orf131,0.143578188,0.059248493
NUDT12,-0.1218831,0.059658432
,-0.193229253,0.059683148
,-0.122367912,0.059720461
FLJ37201,-0.1234503,0.059829534
,-0.135252224,0.059851712
ABHD17A,-0.169620365,0.059872232
ABHD17A,-0.169620365,0.059872232
PYY,0.131208824,0.059921769
,0.125964906,0.059960174
ARHGAP25,0.138041941,0.060007636
KPNA1,0.158021265,0.060037589
OR10W1,0.142899347,0.060189026
,0.170859435,0.060193104
NDUFA11,-0.112299688,0.06022277
LRRK2,0.280402765,0.060327993
KY,0.177662059,0.060486785
TCTA,-0.117084288,0.060507964
CYP1B1-AS1,0.239708994,0.060514451
APOBEC4,0.096418306,0.060638153
ME2,0.133666453,0.060681012
SPRY1,-0.101340718,0.06078039
SSX5,0.113763576,0.060785991
,-0.154792112,0.060817477
LYPD4,0.134590888,0.060823824
ORM1,0.654717912,0.060862574
MXD1,0.221758529,0.060926271
IL17A,0.148124253,0.060981847
GOT1L1,0.148583088,0.06125947
SCYL2,0.124143506,0.061274639
,0.286452082,0.061291645
CLSPN,0.111411071,0.061387134
PPT2-EGFL8///AGPAT1,-0.1543319,0.061446077
PPT2-EGFL8///AGPAT1,-0.1543319,0.061446077
PPT2-EGFL8///AGPAT1,-0.1543319,0.061446077
,0.126895724,0.061573596
,0.1590351,0.061588564
,0.143899912,0.061611838
,-0.199829194,0.061666674
SNORA5C,-0.1353964,0.061814616
,0.284213041,0.062000457
SDE2,0.144459188,0.062015683
KIAA0556,0.147205118,0.062020771
CC2D2B,0.244285612,0.062140897
OR4K15,0.132766865,0.062173972
,-0.193514759,0.062520086
CMKLR1,-0.340874318,0.062780255
SLC25A17,-0.117701147,0.062833261
RAB11FIP1,0.261022553,0.062877238
,0.125216047,0.062911213
MYO15B,-0.178927565,0.062946708
KRTAP13-4,0.143716518,0.063028095
PCYT2,-0.088662641,0.063062865
DNAJC3,0.316492565,0.063123382
MAPK1,0.134572176,0.063238828
